table_name,column_name,data_type,,
list_taxa_taxon_lists,taxon_id,integer,,
list_taxa_taxon_lists,taxon,character varying,,
list_taxa_taxon_lists,authority,character varying,,
list_taxa_taxon_lists,language,character,,
list_taxa_taxon_lists,common,character varying,,
list_taxa_taxon_lists,preferred_name,character varying,,
list_taxa_taxon_lists,taxon_group,character varying,,
list_taxa_taxon_lists,taxon_list_id,integer,,
list_taxa_taxon_lists,preferred,boolean,,
list_taxa_taxon_lists,taxon_list,character varying,,
list_taxa_taxon_lists,website_id,integer,,
list_taxa_taxon_lists,external_key,character varying,,
list_taxa_taxon_lists,allow_data_entry,boolean,,
list_taxa_taxon_lists,taxon_meaning_id,integer,,
list_taxa_taxon_lists,taxon_group_id,integer,,
list_taxon_codes,id,integer,,
list_taxon_codes,taxon_meaning_id,integer,,
list_taxon_codes,code,character varying,,
list_taxon_codes,term,character varying,,
list_taxon_designations,id,integer,,
list_taxon_designations,title,character varying,,
list_taxon_designations,code,character varying,,
list_taxon_designations,abbreviation,character varying,,
list_taxon_groups,id,integer,,
list_taxon_groups,title,character varying,,
list_taxon_groups,website_id,integer,,
list_taxon_images,id,integer,,
list_taxon_images,path,character varying,,
list_taxon_images,caption,character varying,,
list_taxon_images,deleted,boolean,,
list_taxon_images,taxon_meaning_id,integer,,
list_taxon_lists,id,integer,,
list_taxon_lists,title,character varying,,
list_taxon_lists,website_id,integer,,
list_taxon_ranks,id,integer,,
list_taxon_ranks,rank,character varying,,
list_taxon_ranks,sort_order,integer,,
list_taxon_ranks,short_name,character varying,,
list_taxon_ranks,italicise_taxon,boolean,,
list_taxon_relation_types,id,integer,,
list_taxon_relation_types,caption,character varying,,
list_taxon_relation_types,forward_term,character varying,,
list_taxon_relation_types,reverse_term,character varying,,
list_taxon_relation_types,relation_code,integer,,
list_taxon_relations,id,integer,,
list_taxon_relations,from_taxon_meaning_id,integer,,
list_taxon_relations,to_taxon_meaning_id,integer,,
list_taxon_relations,taxon_relation_type_id,integer,,
list_taxon_relations,deleted,boolean,,
list_termlists,id,integer,,
list_termlists,title,character varying,,
list_termlists,website_id,integer,,
list_termlists,external_key,character varying,,
list_termlists_terms,id,integer,,
list_termlists_terms,term_id,integer,,
list_termlists_terms,term,character varying,,
list_termlists_terms,termlist_id,integer,,
list_termlists_terms,termlist,character varying,,
list_termlists_terms,website_id,integer,,
list_termlists_terms,termlist_external_key,character varying,,
list_termlists_terms,iso,character,,
list_termlists_terms,sort_order,integer,,
list_terms,id,integer,,
list_terms,term,character varying,,
list_terms,language_id,integer,,
list_terms,language,character varying,,
list_terms,iso,character,,
list_terms,website_id,integer,,
list_titles,id,integer,,
list_titles,title,character varying,,
list_user_trusts,id,integer,,
list_user_trusts,user_id,integer,,
list_user_trusts,survey_id,integer,,
list_user_trusts,location_id,integer,,
list_user_trusts,taxon_group_id,integer,,
list_user_trusts,created_on,timestamp without time zone,,
list_user_trusts,created_by_id,integer,,
list_user_trusts,updated_on,timestamp without time zone,,
list_user_trusts,updated_by_id,integer,,
list_user_trusts,deleted,boolean,,
list_users,id,integer,,
list_users,username,character varying,,
list_users,website_id,integer,,
list_users,person_id,integer,,
list_website_agreements,id,integer,,
list_website_agreements,title,character varying,,
list_website_agreements,description,character varying,,
list_websites,id,integer,,
list_websites,title,character varying,,
list_websites,website_id,integer,,
list_websites_website_agreements,id,integer,,
list_websites_website_agreements,website,character varying,,
list_websites_website_agreements,agreement,character varying,,
